Vertical|Site|Pub Date|Title|Author|Content Type|Content Source|Cost|Effort|Total Cost|30 Day Views|60 Day Views|90 Day Views|120 Day Views|150 Day Views|180 Day Views|210 Day Views|240 Day Views|270 Day Views|Lifetime Views|Article Age
Database|DBA Support|2010-09-29|Oracle OpenWorld 2010: The Buzz From the (Exhibition) Floor |Jim Czuprynski|News|Freelance|200.0|2.5|300.0|3|0|0|0|0|0|0|0|0|3.0|160
Database|DBA Support|2010-08-04|Top 5 Basic Concept Job Interview Questions for Oracle Database PL/SQL Developers|James Koopmann|Top 10|Freelance|150.0|2.5|250.0|796|341|416|240|150|207|0|0|0|2150.0|216
Database|DBA Support|2010-11-03|User Defined Encryption Questions for Your Next PL/SQL Developer Job Interview|James Koopmann|Top 10|Freelance|150.0|2.5|250.0|267|56|54|0|0|0|0|0|0|377.0|125
Database|DBA Support|2010-11-17|Query Tactics Questions for the PL/SQL Developer Job Interview|James Koopmann|Top 10|Freelance|150.0|2.5|250.0|705|336|0|0|0|0|0|0|0|1041.0|111
Database|DBA Support|2010-11-24|Installing Oracle Enterprise Manager (WebLogic Server Component) |Steve Callan|Tutorial/Howto|Freelance|225.0|2.5|325.0|11|12|0|0|0|0|0|0|0|23.0|104
Database|DBA Support|2010-11-29|Intra-Database Performance Testing With Benchmark Factory |Jim Czuprynski|Tutorial/Howto|Freelance|200.0|3.0|320.0|6|1|0|0|0|0|0|0|0|7.0|99
Database|DBA Support|2010-12-01|Getting Ready to Tune Your Oracle Database |James Koopmann|Tutorial/Howto|Freelance|150.0|2.5|250.0|5|0|0|0|0|0|0|0|0|5.0|97
Database|DBA Support|2010-12-01|Oracle Database 11g RAC: Single Client Access Name (SCAN) |Karen Reliford|Tutorial/Howto|Repurp|0.0|0.75|30.0|7|3|0|0|0|0|0|0|0|10.0|97
Database|DBA Support|2010-12-08|Installing Oracle Enterprise Manager (Grid Control Component) |Steve Callan|Tutorial/Howto|Freelance|225.0|2.5|325.0|3|0|0|0|0|0|0|0|0|3.0|90
Database|DBA Support|2010-12-15|Methods of Oracle Database Performance Tuning |James Koopmann|Tutorial/Howto|Freelance|150.0|2.5|250.0|5|0|0|0|0|0|0|0|0|5.0|83
Database|DBA Support|2010-12-22|Top 5 Technologies for the Oracle DBA |Steve Callan|Top 10|Freelance|225.0|2.5|325.0|7|0|0|0|0|0|0|0|0|7.0|76
Database|DBA Support|2010-12-29|Performance Tuning Oracle Database: Identifying and Evaluating I/O Bottlenecks |Jim Czuprynski|Tutorial/Howto|Freelance|200.0|3.0|320.0|5|0|0|0|0|0|0|0|0|5.0|69
Database|DBA Support|2010-10-13|What's New in Oracle Application Express|Steve Callan|Product Review|Freelance|225.0|2.5|325.0|353|99|65|59|0|0|0|0|0|576.0|146
Database|DBA Support|2010-10-20|Addressing Security in Your Next PL/SQL Developer Job Interview|James Koopmann|Tips and Tricks|Freelance|150.0|2.5|250.0|369|130|78|0|0|0|0|0|0|577.0|139
Database|DBA Support|2010-10-28|Oracle Database I/O Performance Tuning: Generating Intra-Database Workloads|Jim Czuprynski|Tutorial/Howto|Freelance|200.0|3.0|320.0|576|235|160|0|0|0|0|0|0|971.0|131
Apps|eCRM Guide|2010-05-28|Astute Solutions Updates its Customer Experience Solution|No Author|News|Repurp|0.0|0.0|0.0|4|0|0|0|0|0|0|0|2|6.0|284
Apps|eCRM Guide|2010-05-27|IBM Unveils Analytics Software for Insurance Carriers|No Author|News|Repurp|0.0|0.0|0.0|5|1|2|0|0|0|0|0|1|9.0|285
Apps|eCRM Guide|2010-05-26|CSC Expands Insurance Business Analytics Offering|No Author|News|Repurp|0.0|0.0|0.0|6|1|1|4|0|0|0|0|1|13.0|286
Apps|eCRM Guide|2010-05-25|Constant Contact Acquires NutshellMail, Boosts SMB Customer Relations|No Author|News|Repurp|0.0|0.0|0.0|21|2|1|0|1|0|0|0|2|27.0|287
Apps|eCRM Guide|2010-05-24|Microsoft CRM Community Offers Free Leads and Marketing Support|No Author|News|Repurp|0.0|0.0|0.0|30|3|0|1|0|0|0|1|1|36.0|288
Apps|eCRM Guide|2010-05-20|Strategies for Successful Business Intelligence|No Author|Tips and Tricks|Repurp|0.0|0.5|20.0|30|1|0|0|1|0|0|0|1|33.0|292
Apps|eCRM Guide|2010-05-20|Autologica Launches Email Marketing For Auto Dealers|No Author|News|Repurp|0.0|0.5|20.0|3|0|0|1|0|0|0|2|1|7.0|292
Apps|eCRM Guide|2010-05-19| Microsoft Sues Web-based CRM Provider Salesforce for Patent Infringement|Andy Patrizio|News|InternetNews|0.0|0.5|20.0|51|0|0|0|0|0|0|0|1|52.0|293
Apps|eCRM Guide|2010-05-19|Sage Launches Cloud CRM Suite For SMBs|No Author|News|Repurp|0.0|0.5|20.0|9|0|0|0|0|0|0|0|2|11.0|293
Apps|eCRM Guide|2010-05-18|HP Announces SAP NetWeaver Business Intelligence Services|No Author|News|Repurp|0.0|0.5|20.0|4|1|0|0|0|0|0|0|1|6.0|294
Apps|eCRM Guide|2010-05-17|NetSuite Provides Customer Everything Management|Jennifer Schiff|Tips and Tricks|Freelance|0.0|4.0|160.0|80|9|7|4|1|5|3|5|2|116.0|295
Apps|eCRM Guide|2010-05-17|Pilot Group Releases Updates Email Marketing Software|No Author|News|Repurp|0.0|0.5|20.0|9|0|0|1|0|0|0|0|1|11.0|295
Apps|eCRM Guide|2010-05-14|Knouen Integrates Siebel CRM Productivity with Social Networking|No Author|News|Repurp|0.0|0.5|20.0|41|7|5|1|1|2|5|0|3|65.0|298
Apps|eCRM Guide|2010-05-13|StayinFront Announces CRM 12|No Author|News|Repurp|0.0|0.5|20.0|5|1|1|0|0|0|0|0|2|9.0|299
Apps|eCRM Guide|2010-05-11|Connectiva Forms Customer Experience Management Business|No Author|News|Repurp|0.0|0.5|20.0|22|1|2|2|0|0|1|1|1|31.0|301
Apps|eCRM Guide|2010-05-10|MicroStrategy Releases Updated Business Intelligence Platform|No Author|News|Repurp|0.0|0.5|20.0|5|0|0|0|0|0|0|0|1|6.0|302
Apps|eCRM Guide|2010-05-07|Kofax Updates Its Business Process Application|No Author|News|Repurp|0.0|0.5|20.0|8|0|0|0|1|0|0|0|3|12.0|305
Apps|eCRM Guide|2010-05-06|IBM, NetSuite Partner for ERP Cloud Connectivity|No Author|News|Repurp|0.0|0.5|20.0|6|1|5|4|3|4|1|3|3|36.0|306
Apps|eCRM Guide|2010-05-05|Siemens Optimizes Contact Center Software for Virtualization|No Author|News|Repurp|0.0|0.5|20.0|11|1|2|0|1|1|0|0|1|19.0|307
Apps|eCRM Guide|2010-05-04|IBM Tackles Cloud Integration With Acquisition|Larry Barrett|News|InternetNews|0.0|0.5|20.0|3|0|0|0|0|0|0|0|4|7.0|308
Apps|eCRM Guide|2010-05-04|CSS Announces EDGE Knowledge Management Platform|No Author|News|Repurp|0.0|0.5|20.0|11|1|0|0|0|0|0|0|4|17.0|308
Apps|eCRM Guide|2010-05-03|Utopy Offers New Speech Analytics Solutions|No Author|News|Repurp|0.0|0.5|20.0|10|0|0|0|0|0|0|1|2|13.0|309
Apps|eCRM Guide|2010-06-30|Scribe Launches Scribe Insight 7.0 Software|No Author|News|InternetNews|0.0|4.0|160.0|8|0|0|0|0|0|1|1|0|10.0|251
Apps|eCRM Guide|2010-06-29|Acxiom Partners with Return Path for Email Deliverability|No Author|News|Editor-Written|0.0|4.0|160.0|12|0|0|0|0|0|1|1|0|14.0|252
Apps|eCRM Guide|2010-06-28|Netezza Announces TwinFin For Advanced Workload Analytics|No Author|News|Editor-Written|0.0|4.0|160.0|19|0|0|0|0|0|2|2|0|23.0|253
Apps|eCRM Guide|2010-06-25|Salesforce Suit Clouds Microsoft's Patent Attack|No Author|News|InternetNews|0.0|0.5|20.0|100|20|5|2|2|6|8|6|0|149.0|256
Apps|eCRM Guide|2010-06-25|VirtuOz Announces Rapid Adapt Virtual Agent Solution|No Author|News|Editor-Written|0.0|4.0|160.0|74|46|4|3|2|14|2|5|0|150.0|256
Apps|eCRM Guide|2010-06-24|Data Mining with Cloud Computing|No Author|News|Editor-Written|0.0|4.0|160.0|45|9|19|24|45|57|46|57|0|302.0|257
Apps|eCRM Guide|2010-06-23|Sage CRM v7.0 Now Available For SMBs|No Author|News|Editor-Written|0.0|4.0|160.0|36|3|0|0|0|0|1|2|0|42.0|258
Apps|eCRM Guide|2010-06-22|Online CRM Leader Launches Chatter Social Networking for Its Cloud Services|No Author|News|InternetNews|0.0|0.5|20.0|67|8|30|8|7|2|11|5|0|138.0|259
Apps|eCRM Guide|2010-06-21|Ten Tips to Get Customers to Engage With E-mail Marketing|No Author|Top 10|Freelance|350.0|4.0|510.0|866|172|91|50|62|37|18|30|0|1326.0|260
Apps|eCRM Guide|2010-06-18|Kogent Offers National Business Intelligence Solution|No Author|News|Editor-Written|0.0|4.0|160.0|12|1|0|0|0|0|0|1|0|14.0|263
Apps|eCRM Guide|2010-06-17|IBM Acquires Coremetrics Web Analytics|No Author|News|Editor-Written|0.0|4.0|160.0|13|0|0|0|0|0|0|1|0|14.0|264
Apps|eCRM Guide|2010-06-16|Shadow Lowers Cost of Call Management Software|No Author|News|Editor-Written|0.0|4.0|160.0|5|0|0|0|0|0|0|2|0|7.0|265
Apps|eCRM Guide|2010-06-15|TeleTech Deploys New SMB Revenue Generation Tools|No Author|News|Editor-Written|0.0|4.0|160.0|10|2|2|0|0|2|0|2|0|18.0|266
Apps|eCRM Guide|2010-06-14|New Service Optimizes Marketing Automation Software|No Author|News|Editor-Written|0.0|4.0|160.0|13|0|0|0|0|0|0|3|0|16.0|267
Apps|eCRM Guide|2010-06-11|A Buyer's Guide to Remarketing Services|No Author|Buyer Guide|Contributed|0.0|4.0|160.0|14|3|1|0|0|2|0|1|0|21.0|270
Apps|eCRM Guide|2010-06-10|Ecommerce Customer Loyalty Programs for SMBs|No Author|News|Editor-Written|0.0|4.0|160.0|32|4|3|1|3|1|3|6|3|56.0|271
Apps|eCRM Guide|2010-06-09|Pentaho Offers On-Demand BI with 72-Hour Deployment|No Author|News|Editor-Written|0.0|4.0|160.0|8|2|0|0|0|0|1|2|0|13.0|272
Apps|eCRM Guide|2010-06-09|Marketers Look to Improve Customer Support With Real-Time Chat|No Author|News|InternetNews|0.0|0.5|20.0|65|22|13|14|12|14|5|8|8|161.0|272
Apps|eCRM Guide|2010-06-08|Top 10 Reasons to Consider Open Source CRM|No Author|Top 10|Freelance|350.0|4.0|510.0|1666|259|117|79|80|89|96|71|64|2521.0|273
Apps|eCRM Guide|2010-06-08|Oracle Updates Content Management Suite|No Author|News|InternetNews|0.0|0.5|20.0|55|8|2|3|2|3|0|7|3|83.0|273
Apps|eCRM Guide|2010-06-08|NetSuite Launches Cloud CRM, ERP Manufacturing Edition|No Author|News|Editor-Written|0.0|4.0|160.0|29|3|2|0|1|0|0|2|0|37.0|273
Apps|eCRM Guide|2010-06-07|Panorama Updates BI Suite with SharePoint Integration|No Author|News|Editor-Written|0.0|4.0|160.0|25|11|7|3|4|2|3|8|5|68.0|274
Apps|eCRM Guide|2010-06-04|Redi-Data Announces B2B Analytics for SMB|No Author|News|Editor-Written|0.0|4.0|160.0|3|5|1|0|0|1|0|3|1|14.0|277
Apps|eCRM Guide|2010-06-03|How to Buy Email Marketing Services|No Author|Buyer Guide|Freelance|350.0|4.0|510.0|61|13|11|16|9|4|22|8|5|149.0|278
Apps|eCRM Guide|2010-06-03|ByAllAccounts Partners With Ebix CRM|No Author|News|Editor-Written|0.0|4.0|160.0|6|2|3|1|0|1|0|5|0|18.0|278
Apps|eCRM Guide|2010-06-02|Kalido Upgrades to Offer Better Data Governance|No Author|News|Editor-Written|0.0|4.0|160.0|7|2|1|0|0|0|0|4|0|14.0|279
Apps|eCRM Guide|2010-06-01|Enhance Customer Marketing With the Right Media|No Author|Trends|Contributed|0.0|4.0|160.0|46|13|20|14|6|5|3|5|4|116.0|280
Apps|eCRM Guide|2010-06-01|New R Interface for Oracle Data Mining|No Author|News|Repurp|0.0|4.0|160.0|6|1|1|0|0|0|0|1|1|10.0|280
Apps|eCRM Guide|2010-07-30|Google Takes an Interest in Analytics, CRM|Paul Shread|News|Editor-Written|0.0|4.0|160.0|936|81|29|28|20|62|13|0|0|1169.0|221
Apps|eCRM Guide|2010-07-29|Researcher Warns SAP Prone to Back Door Exploits|Sean Michael Kerner|News|InternetNews|0.0|0.5|20.0|235|13|13|5|8|10|4|0|0|288.0|222
Apps|eCRM Guide|2010-07-28|FTC Wants Do-Not-Track List for Online Ads|Kenneth Corbin|News|Repurp|0.0|0.5|20.0|32|7|6|9|2|2|2|0|0|60.0|223
Apps|eCRM Guide|2010-07-27|CRM Software Giant Misses on Q2 Estimates, Says SaaS Is Coming|Larry Barrett|News|InternetNews|0.0|0.5|20.0|116|12|14|2|4|2|2|0|0|152.0|224
Apps|eCRM Guide|2010-07-26|SAP Investors Look for Growth|Paul Shread|News|Editor-Written|0.0|4.0|160.0|56|7|1|0|1|1|2|0|0|68.0|225
Apps|eCRM Guide|2010-07-23|Enterprise Application Services Are Growing Fast|D.H. Kass|Trends|Repurp|0.0|0.5|20.0|29|3|1|1|2|5|4|0|0|45.0|228
Apps|eCRM Guide|2010-07-23|Mobile Databases: Powerful Data Management at Your Fingertips|Deanna Dicken|Trends|Repurp|0.0|0.5|20.0|13|1|0|0|1|3|1|0|0|19.0|228
Apps|eCRM Guide|2010-07-22|Facebook Picks Salesforce.com for Cloud CRM|Paul Shread|News|Editor-Written|0.0|4.0|160.0|65|22|7|7|10|4|30|0|0|145.0|229
Apps|eCRM Guide|2010-07-21|Jive Software Rakes in $30 Million for Social CRM|Paul Shread|News|Editor-Written|0.0|4.0|160.0|155|11|9|19|13|15|17|0|0|239.0|230
Apps|eCRM Guide|2010-07-20|RelayWare Brings Partner Relationship Management to U.S. Market|Paul Shread|News|Editor-Written|0.0|4.0|160.0|31|4|3|0|1|5|12|0|0|56.0|231
Apps|eCRM Guide|2010-07-19|Who's Hot in Social CRM|Paul Shread|News|Editor-Written|0.0|4.0|160.0|190|77|46|57|50|34|50|0|0|504.0|232
Apps|eCRM Guide|2010-07-16|Qlik IPO Shows How Hot Business Intelligence Is|Paul Shread|News|Editor-Written|0.0|4.0|160.0|197|28|24|20|17|5|12|0|0|303.0|235
Apps|eCRM Guide|2010-07-15|Top 10 Tips for Using Social Media to Improve CRM|Jennifer Schiff|Top 10|Freelance|350.0|4.0|510.0|723|201|164|122|155|116|92|0|0|1573.0|236
Apps|eCRM Guide|2010-07-14|Why Small Companies Need Business Intelligence|Gerry Blackwell|Trends|Repurp|0.0|4.0|160.0|60|7|3|16|29|17|7|0|0|139.0|237
Apps|eCRM Guide|2010-07-13|SugarCRM 6 Debuts with Open Source and Commercial Features|Sean Michael Kerner|News|InternetNews|0.0|4.0|160.0|8433|179|98|59|48|51|30|0|0|8898.0|238
Apps|eCRM Guide|2010-07-12|Microsoft Dynamics CRM 2011 Beta Coming in September|Paul Shread|News|Editor-Written|0.0|4.0|160.0|416|252|55|23|27|14|14|0|0|801.0|239
Apps|eCRM Guide|2010-07-09|EMC Moves into Business Analytics with Greenplum Acquisition|Paul Shread|News|Editor-Written|0.0|4.0|160.0|177|9|10|2|10|4|14|5|0|231.0|242
Apps|eCRM Guide|2010-07-08|CRM, Business Intelligence Go to College|Paul Shread|News|Editor-Written|0.0|4.0|160.0|47|6|9|4|1|5|4|4|0|80.0|243
Apps|eCRM Guide|2010-07-07|Oracle Takes Business Intelligence to New Level with BI 11g|Paul Shread|News|Editor-Written|0.0|4.0|160.0|241|32|20|18|19|11|21|17|0|379.0|244
Apps|eCRM Guide|2010-07-07|Microsoft, Salesforce Battle in CRM Cloud Space|Paul Rubens|Trends|Repurp|0.0|0.5|20.0|13|11|4|4|5|1|4|2|0|44.0|244
Apps|eCRM Guide|2010-07-06|MicroStrategy Makes BI Mobile with iPhone, iPad App|Paul Shread|News|Editor-Written|0.0|4.0|160.0|194|77|50|30|38|22|33|35|0|479.0|245
Apps|eCRM Guide|2010-07-06|Lead Liaison Introduces New Lead Generation Solution|No Author|News|Repurp|0.0|0.5|20.0|15|1|1|0|0|0|2|1|0|20.0|245
Apps|eCRM Guide|2010-07-02|Sage Launches New Business Management Software|No Author|News|Repurp|0.0|0.5|20.0|28|0|0|0|0|1|2|0|0|31.0|249
Apps|eCRM Guide|2010-07-01|New Editions of Maximizer CRM 11 Announced|No Author|News|Repurp|0.0|0.5|20.0|9|0|0|0|0|0|3|0|0|12.0|250
Apps|eCRM Guide|2010-08-31|Business Intelligence Vendors Wrestle with Mergers, the Cloud and Open Source|Drew Robb|Trends|Freelance|350.0|4.0|510.0|466|132|89|63|88|82|0|0|0|920.0|189
Apps|eCRM Guide|2010-08-30|Open Source R Language Could Revolutionize Business Intelligence|Herman Mehling|Trends|Freelance|350.0|4.0|510.0|3920|182|106|94|238|105|0|0|0|4645.0|190
Apps|eCRM Guide|2010-08-27|Enterprises May Be Missing Out on Business Analytics|Thor Olavsrud|News|InternetNews|0.0|0.5|20.0|97|7|1|0|2|2|0|0|0|109.0|193
Apps|eCRM Guide|2010-08-26|Improving Enterprise Data Quality Management Creates Opportunity|Denise Rogers|Trends|Repurp|0.0|0.5|20.0|36|0|0|0|1|1|0|0|0|38.0|194
Apps|eCRM Guide|2010-08-25|Vendors Reveal 10 of Their Top CRM Tips|Jennifer Schiff|Top 10|Freelance|350.0|4.0|510.0|732|178|114|85|64|90|0|0|0|1263.0|195
Apps|eCRM Guide|2010-08-24|Are Mobile Business Intelligence Solutions Viable?|Peter Evans|Trends|Repurp|0.0|0.5|20.0|63|5|1|0|2|2|0|0|0|73.0|196
Apps|eCRM Guide|2010-08-23|ClickTale Offers Customer Heatmaps, Form Analytics|Vangie Beal|News|Editor-Written|0.0|0.5|20.0|25|0|0|0|1|2|0|0|0|28.0|197
Apps|eCRM Guide|2010-08-20|San Antonio Spurs Turn to SAS for Sports Analytics|Paul Shread|News|Editor-Written|0.0|4.0|160.0|98|23|16|36|21|13|0|0|0|207.0|200
Apps|eCRM Guide|2010-08-19|Salesforce Scampers Past 2Q Estimates|Larry Barrett|News|InternetNews|0.0|0.5|20.0|133|2|0|1|2|1|0|0|0|139.0|201
Apps|eCRM Guide|2010-08-18|Will FTC Online Tracking Restrictions Hurt CRM?|Drew Robb|Trends|Freelance|350.0|4.0|510.0|234|10|95|28|15|8|0|0|0|390.0|202
Apps|eCRM Guide|2010-08-17|Investors Look for Good News from Salesforce.com|Paul Shread|News|Editor-Written|0.0|4.0|160.0|280|21|13|12|6|6|0|0|0|338.0|203
Apps|eCRM Guide|2010-08-16|Alauras Software Adds CRM to Apple iPad|Paul Shread|News|Editor-Written|0.0|4.0|160.0|250|42|28|39|10|16|0|0|0|385.0|204
Apps|eCRM Guide|2010-08-13|IBM Snaps Up Unica for Marketing Analytics|Christopher Saunders|News|InternetNews|0.0|0.5|20.0|198|25|10|8|17|12|0|0|0|270.0|207
Apps|eCRM Guide|2010-08-12|Business Intelligence Software: What Are Your Options?|Jonathan Hassell|Buyer Guide|Repurp|0.0|0.5|20.0|169|1|2|7|2|1|0|0|0|182.0|208
Apps|eCRM Guide|2010-08-11|Open Source Business Intelligence Software Ranked by Analysts|Paul Shread|News|Editor-Written|0.0|4.0|160.0|749|180|132|113|86|104|0|0|0|1364.0|209
Apps|eCRM Guide|2010-08-10|Sybase Speeds Up Business Intelligence Performance|Paul Shread|News|Editor-Written|0.0|4.0|160.0|35|5|1|0|1|4|0|0|0|46.0|210
Apps|eCRM Guide|2010-08-09|Mobile BI Review: MicroStrategy Puts Business Intelligence on Your iPhone|Vangie Beal|Product Review|Freelance|350.0|4.0|510.0|282|99|144|111|70|83|91|0|0|880.0|211
Apps|eCRM Guide|2010-08-06|Microsoft-Salesforce Deal About Protecting IP, Not Quashing CRM Rival: Experts|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|327|10|3|4|7|4|2|0|0|357.0|214
Apps|eCRM Guide|2010-08-05|CRM and Business Intelligence Get Smarter with Analytics|Herman Mehling|Trends|Freelance|350.0|4.0|510.0|921|170|112|109|121|85|104|0|0|1622.0|215
Apps|eCRM Guide|2010-08-04|Microsoft, Salesforce Settle Patent Feud|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|95|5|2|5|8|2|1|0|0|118.0|216
Apps|eCRM Guide|2010-08-04|Analysts Give Microsoft Dynamics CRM High Marks|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|1592|75|99|45|56|53|67|0|0|1987.0|216
Apps|eCRM Guide|2010-08-03|MicroStrategy Beats the Street, But Stock Falls|Paul Shread|News|Editor-Written|0.0|4.0|160.0|111|18|16|4|5|7|1|0|0|162.0|217
Apps|eCRM Guide|2010-08-02|SAP (Finally) Releases Business ByDesign 2.5|Larry Barrett|News|InternetNews|0.0|0.5|20.0|151|28|17|18|37|16|8|0|0|275.0|218
Apps|eCRM Guide|2010-09-30|SugarCRM Courts OEMs, Plans iPhone, iPad CRM Apps|Paul Shread|News|Editor-Written|0.0|4.0|160.0|456|95|67|59|39|0|0|0|0|716.0|159
Apps|eCRM Guide|2010-09-29|Jitterbit Integrates Enterprise Apps with Salesforce.com|Paul Shread|News|Editor-Written|0.0|4.0|160.0|83|21|12|13|7|0|0|0|0|136.0|160
Apps|eCRM Guide|2010-09-29|Microsoft's Online Business Suite Gets a Dashboard|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|161|13|4|9|3|0|0|0|0|190.0|160
Apps|eCRM Guide|2010-09-28|CEOs Weigh Web 2.0 CRM Benefits, Risks|Larry Barrett|News|InternetNews|0.0|0.5|20.0|291|59|30|20|18|0|0|0|0|418.0|161
Apps|eCRM Guide|2010-09-28|Microsoft Brings Cloud Application Services to Minnesota|Stuart J. Johnston|News|InternetNews|0.0|0.5|20.0|233|10|10|12|7|0|0|0|0|272.0|161
Apps|eCRM Guide|2010-09-27|Ten Tips for Getting the Most Out of Your CRM System|Jennifer Schiff|Top 10|Freelance|350.0|4.0|510.0|543|143|96|70|58|0|0|0|0|910.0|162
Apps|eCRM Guide|2010-09-24|Google Apps Review: Applane Enterprise CRM|Vangie Beal|Product Review|Freelance|350.0|4.0|510.0|716|314|180|158|112|0|0|0|0|1480.0|165
Apps|eCRM Guide|2010-09-23|Oracle OpenWorld: Salesforce.com Bashing, CRM, BI and Fusion Apps|David Needle|News|InternetNews|0.0|0.5|20.0|400|29|15|5|7|0|0|0|0|456.0|166
Apps|eCRM Guide|2010-09-22|Top 10 Features of Microsoft Dynamics CRM 2011|Herman Mehling|Top 10|Freelance|350.0|4.0|510.0|1608|568|618|738|1200|0|0|0|0|4732.0|167
Apps|eCRM Guide|2010-09-21|Salesforce Talks Up Twitter-Like Chatter 2|David Needle|News|InternetNews|0.0|0.5|20.0|90|11|10|17|14|0|0|0|0|142.0|168
Apps|eCRM Guide|2010-09-21|Oracle Takes Aim at Salesforce.com|Drew Robb|News|Freelance|350.0|4.0|510.0|883|67|55|18|33|0|0|0|0|1056.0|168
Apps|eCRM Guide|2010-09-20|IBM Snags Netezza in $1.7B Business Intelligence Play|Kenneth Corbin|News|InternetNews|0.0|0.5|20.0|227|14|22|14|5|0|0|0|0|282.0|169
Apps|eCRM Guide|2010-09-17|Actuate Makes Open Source Business Intelligence Enterprise-Ready|Paul Shread|News|Editor-Written|0.0|4.0|160.0|327|11|13|12|10|0|0|0|0|373.0|172
Apps|eCRM Guide|2010-09-16|Oracle's Earnings Growth Powered by New Software Licenses|David Needle|News|InternetNews|0.0|0.5|20.0|128|11|9|5|1|0|0|0|0|154.0|173
Apps|eCRM Guide|2010-09-16|Appirio's CloudWorks Aims to Break SaaS Logjam|David Needle|News|InternetNews|0.0|0.5|20.0|161|20|9|11|10|0|0|0|0|211.0|173
Apps|eCRM Guide|2010-09-15|IBM Beefs Up Compliance Arsenal With OpenPages Buy|Larry Barrett|News|InternetNews|0.0|0.5|20.0|102|1|1|0|8|0|0|0|0|112.0|174
Apps|eCRM Guide|2010-09-14|SAP Unveils Business Analytics for Industries|Paul Shread|News|Editor-Written|0.0|4.0|160.0|387|16|27|19|11|0|0|0|0|460.0|175
Apps|eCRM Guide|2010-09-13|The Top Six Trends in Enterprise CRM|Drew Robb|Trends|Freelance|350.0|4.0|510.0|882|207|97|64|117|0|0|0|0|1367.0|176
Apps|eCRM Guide|2010-09-10|Salesforce.com Uses Chatter to Identify Top Employees|Paul Shread|News|Editor-Written|0.0|6.0|240.0|1299|57|28|18|19|0|0|0|0|1421.0|179
Apps|eCRM Guide|2010-09-09|Microsoft Releases Dynamics CRM 2011 Beta|Paul Shread|News|Editor-Written|0.0|4.0|160.0|461|91|97|46|54|0|0|0|0|749.0|180
Apps|eCRM Guide|2010-09-09|Oracle Aims for Real-Time Business Intelligence|Thor Olavsrud|News|InternetNews|0.0|0.5|20.0|110|28|20|6|32|0|0|0|0|196.0|180
Apps|eCRM Guide|2010-09-08|Salesforce.com Chatter Goes Mobile|Paul Shread|News|Editor-Written|0.0|4.0|160.0|5008|26|26|28|27|9|0|0|0|5124.0|181
Apps|eCRM Guide|2010-09-07|Hurd Could Be Good for Oracle Business Intelligence Too|Paul Shread|News|Editor-Written|0.0|4.0|160.0|380|40|78|29|7|6|0|0|0|540.0|182
Apps|eCRM Guide|2010-09-03|Cisco Adds Social Media to Call Centers|Paul Shread|News|Editor-Written|0.0|4.0|160.0|594|79|55|20|31|31|0|0|0|810.0|186
Apps|eCRM Guide|2010-09-02|Salesforce.com Adds Business Contact Service to CRM|Paul Shread|News|Editor-Written|0.0|4.0|160.0|179|10|13|1|4|3|0|0|0|210.0|187
Apps|eCRM Guide|2010-09-01|Fortune 1000 Firms Could Increase Revenue by Billions with Effective Data: Study|Thor Olavsrud|News|InternetNews|0.0|0.5|20.0|449|47|48|31|25|35|0|0|0|635.0|188
Apps|eCRM Guide|2010-10-29|Oracle Marries Business Intelligence with CRM, ERP in New Fusion Apps|Drew Robb|Trends|Freelance|350.0|3.0|470.0|691|68|57|41|0|0|0|0|0|857.0|130
Apps|eCRM Guide|2010-10-28|Mobile Business Intelligence: The Next Big Thing|Paul Shread|Trends|Editor-Written|0.0|4.0|160.0|871|112|81|145|0|0|0|0|0|1209.0|131
Apps|eCRM Guide|2010-10-27|The 10 Most Important CRM Reports|Jennifer Schiff|Top 10|Freelance|350.0|3.0|470.0|765|401|292|567|0|0|0|0|0|2025.0|132
Apps|eCRM Guide|2010-10-26|IBM Combines Analytics, Business Intelligence in Cognos 10|Paul Shread|News|Editor-Written|0.0|4.0|160.0|251|72|39|24|0|0|0|0|0|386.0|133
Apps|eCRM Guide|2010-10-25|Oracle's Former President Charles Phillips Gets CEO Gig|David Needle|News|InternetNews|0.0|0.5|20.0|176|9|8|2|0|0|0|0|0|195.0|134
Apps|eCRM Guide|2010-10-22|Online Advertising Must Change, Says Former Yahoo Exec|Paul Shread|Trends|Editor-Written|0.0|7.0|280.0|236|19|11|14|0|0|0|0|0|280.0|137
Apps|eCRM Guide|2010-10-21|Momentum Grows for Internet Privacy Legislation|Paul Shread|Trends|Editor-Written|0.0|8.0|320.0|3546|86|52|28|0|0|0|0|0|3712.0|138
Apps|eCRM Guide|2010-10-20|OpenERP Makes Open Source Business Software Work|Paul Shread|News|Editor-Written|0.0|4.0|160.0|1355|297|192|182|0|0|0|0|0|2026.0|139
Apps|eCRM Guide|2010-10-19|Socialcast Puts Social Media in Enterprise Context|David Needle|News|InternetNews|0.0|0.5|20.0|172|4|8|12|0|0|0|0|0|196.0|140
Apps|eCRM Guide|2010-10-18|Aplicor Combines CRM and ERP in the Cloud|Paul Shread|News|Editor-Written|0.0|4.0|160.0|194|27|21|21|0|0|0|0|0|263.0|141
