ID|Vertical|Site|Pub Date|Title|Author|Editor|Content Type|Content Source|Cost|30 Day Views|30 Day BounceRate|60 Day Views|60 Day BounceRate|90 Day Views|90 Day BounceRate|Lifetime Views
48878|IT Management|Datamation|2010-10-04|Fedora 14 Linux Boosts Security with OpenSCAP|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|1821|0.914122|159|0.89|67|0.928571|2092.0
48896|IT Management|Datamation|2010-10-04|Windows 7 Slate Expected in Mid 2011|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|510|0.887059|39|1.0|28|0.92|617.0
48897|IT Management|Datamation|2010-10-04|Windows Phone 7 Due Oct. 7|Scott Mitchell|James Maguire|News|Repurp|0.0|118|0.767442|4|0.0|0|0.0|122.0
48898|IT Management|Datamation|2010-10-04|20 Reasons Linux Will Boom in a Post-Recession World|Matt Hartley|James Maguire|Top 10|Freelance|300.0|9178|0.493021|165|0.596491|75|0.655172|9471.0
48924|IT Management|Datamation|2010-10-01|EFF Heralds Victory After Senate Shelves IP Bill|Kenneth Corbin|James Maguire|News|InternetNews|0.0|189|0.900709|11|0.8|3|1.0|204.0
48933|IT Management|Datamation|2010-10-01|Open Source Zend Embraces the Cloud|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|329|0.858824|27|0.809524|8|0.666667|366.0
48935|IT Management|Datamation|2010-10-01|Skype, Avaya, Form Enterprise VoIP Alliance|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|239|0.880952|22|0.916667|21|0.823529|294.0
48939|IT Management|Datamation|2010-10-01|Tech Comics: \"Super Sophisticated Software\"|Oliver Widder|James Maguire|Trends|Contributed|0.0|2002|0.648336|56|0.5|37|0.5|2115.0
48989|IT Management|Datamation|2010-11-30|12 Hottest App Categories for Cloud Computing Shift|Larry Marion|James Maguire|Top 10|Freelance|350.0|1143|0.866242|132|0.881579|1275.0
49002|IT Management|Datamation|2010-11-30|Top 50 iPad Apps for Shopping and Saving Money|Troy Dreier|James Maguire|Top 10|Freelance|300.0|3769|0.641176|302|0.675|4071.0
49003|IT Management|Datamation|2010-11-30|Wikileaks Diplomatic Cable Cache Links China to Google Hack|Kenneth Corbin|James Maguire|News|InternetNews|0.0|1194|0.871636|47|0.769231|1241.0
49007|IT Management|Datamation|2010-11-30|IT Salary: National Averages for 45 IT Jobs|James Maguire|James Maguire|Trends|Editor-Written|0.0|11315|0.616519|1058|0.649231|12373.0
49025|IT Management|Datamation|2010-11-29|Supremes to Hear Microsoft's i4i Appeal|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|415|0.85124|12|1.0|16|0.833333|443.0
49026|IT Management|Datamation|2010-11-29|iPad's Success Leads Gartner to Revise PC Forecast Downward|David Needle|James Maguire|News|InternetNews|0.0|335|0.811475|30|0.8|17|0.846154|382.0
49040|IT Management|Datamation|2010-11-29|5 Ways Cloud Computing Will Affect Your Business in 2011|Jeff Vance|James Maguire|Top 10|Freelance|500.0|2194|0.587451|160|0.571429|96|0.590909|2450.0
49042|IT Management|Datamation|2010-11-29|Seven Improvements Needed in KDE|Bruce Byfield|James Maguire|Trends|Freelance|500.0|5283|0.338825|243|0.4|87|0.333333|5613.0
49064|IT Management|Datamation|2010-11-24|How to Survive Holiday Family Tech Support|Mike Elgan|James Maguire|Trends|Freelance|400.0|3108|0.534545|49|0.666667|28|0.857143|3185.0
49065|IT Management|Datamation|2010-11-24|Internet a Rich Man's Plaything: Pew|Kenneth Corbin|James Maguire|News|InternetNews|0.0|198|0.80597|12|0.333333|9|1.0|219.0
49074|IT Management|Datamation|2010-11-24|Managing Unstructured Data: Perils and Pitfalls|Paul Rubens|James Maguire|Tutorial/Howto|Repurp|0.0|60|0.88|11|0.571429|5|1.0|76.0
49077|IT Management|Datamation|2010-11-24|To the Clouds with Linux -- But Who Controls It?|Matt Hartley|James Maguire|Trends|Freelance|300.0|2607|0.613224|102|0.627907|37|0.380952|2746.0
49114|IT Management|Datamation|2010-11-23|Is Mobile Making Linux Menus Obsolete?|Bruce Byfield|James Maguire|Trends|Freelance|500.0|2079|0.525237|45|0.823529|38|0.48|2162.0
49115|IT Management|Datamation|2010-11-23|50 Open Source Apps You Can Use in the Cloud|Cynthia Harvey|James Maguire|Top 10|Freelance|500.0|19235|0.537744|2114|0.601351|1355|0.632937|22704.0
49117|IT Management|Datamation|2010-11-23|Windows at Age 25: Where's It Headed?|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|787|0.434109|25|0.666667|6|0.5|818.0
49132|IT Management|Datamation|2010-11-22|HP's Strong Earnings Kicks Off the Leo Apotheker Era|David Needle|James Maguire|News|InternetNews|0.0|382|0.93578|18|1.0|5|1.0|405.0
49149|IT Management|Datamation|2010-11-22|Google's New Cloud Connect Targets Microsoft Office|David Needle|James Maguire|News|InternetNews|0.0|541|0.66092|46|0.75|19|0.625|606.0
49152|IT Management|Datamation|2010-11-22|Novell Sold to Attachmate for $2.2 Billion|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|2306|0.913568|96|0.835443|103|0.860759|2505.0
49154|IT Management|Datamation|2010-11-22|Tracking Linux Network Stats with vnStat|Brian Proffitt|James Maguire|Trends|Repurp|0.0|173|0.841667|24|1.0|20|1.0|217.0
49155|IT Management|Datamation|2010-11-22|Supercomputers Getting Faster &#150; At Faster Rate|Drew Robb|James Maguire|Trends|Repurp|0.0|58|0.857143|3|1.0|2|1.0|63.0
49156|IT Management|Datamation|2010-11-22|Microsoft Touts Business Intelligence Upgrade in Dynamics GP|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|73|0.932203|3|1.0|14|0.75|90.0
49175|IT Management|Datamation|2010-11-19|Building Windows and Linux Systems with rPath|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|425|0.845506|21|0.875|22|0.928571|468.0
49178|IT Management|Datamation|2010-11-19|Six Leading Linux RADIUS Servers|Eric Geier|James Maguire|Top 10|Freelance|0.0|167|0.79|51|0.944444|59|0.875|277.0
49179|IT Management|Datamation|2010-11-19|White House Pledges Cloud Computing Approach to Federal IT|Kenneth Corbin|James Maguire|News|InternetNews|0.0|1718|0.869408|86|0.854839|89|0.925373|1893.0
49180|IT Management|Datamation|2010-11-19|Red Hat Enterprise Linux: Generating Partner Revenue|Paul Rubens|James Maguire|News|InternetNews|0.0|173|0.902985|5|1.0|10|0.666667|188.0
49184|IT Management|Datamation|2010-11-19|Tech Comics: \"Production Bug\"|Oliver Widder|James Maguire|Trends|Contributed|0.0|3695|0.629182|727|0.570093|599|0.534483|5021.0
49209|IT Management|Datamation|2010-11-18|Dell's Profits an Upside Surprise|David Needle|James Maguire|News|InternetNews|0.0|218|0.899471|8|0.5|15|0.928571|241.0
49218|IT Management|Datamation|2010-11-18|Google Brings New Services to Renamed Google Apps for Business|David Needle|James Maguire|News|InternetNews|0.0|329|0.840149|14|0.888889|43|0.75|386.0
49219|IT Management|Datamation|2010-11-18|Mozilla Earns $104 Million|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|1348|0.865289|26|0.882353|16|0.6|1390.0
49223|IT Management|Datamation|2010-11-18|Senate Panel Passes Controversial Online Piracy Bill|Kenneth Corbin|James Maguire|News|InternetNews|0.0|251|0.913295|17|0.7|11|0.777778|279.0
49225|IT Management|Datamation|2010-11-18|Why is Data Storage Management So Difficult?|Henry Newman|James Maguire|Trends|Repurp|0.0|75|0.787879|6|1.0|6|0.75|87.0
49226|IT Management|Datamation|2010-11-18|Can Microsoft Beat Google in Tablets?|Mike Elgan|James Maguire|Trends|Freelance|400.0|917|0.636691|32|0.666667|32|0.5|981.0
49231|IT Management|Datamation|2010-11-18|Baracus: Novell's New Open Source Network Boot Project|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|1172|0.894789|82|0.730159|71|0.787234|1325.0
49233|IT Management|Datamation|2010-11-18|Selecting the Best Data Wiping Software|Joseph Moran|James Maguire|Tutorial/Howto|Repurp|0.0|111|0.851064|25|0.952381|6|1.0|142.0
49234|IT Management|Datamation|2010-11-18|iPhone Gets Google Voice|Kenneth Corbin|James Maguire|News|InternetNews|0.0|51|0.96875|7|1.0|1|0.0|59.0
49235|IT Management|Datamation|2010-11-18|How to Protect Against Vendor Lock-In|Rob Enderle|James Maguire|Trends|Contributed|0.0|89|0.895522|5|0.666667|6|0.75|100.0
49263|IT Management|Datamation|2010-11-17|Datapipe Pushes Amazon Web Services for the Enterprise|David Needle|James Maguire|News|InternetNews|0.0|243|0.854922|27|0.958333|16|0.923077|286.0
49279|IT Management|Datamation|2010-11-17|Are Developer Workloads Increasingly Unfair?|Eric Spiegel|James Maguire|Trends|Freelance|500.0|2955|0.499725|42|0.611111|77|0.545455|3074.0
49282|IT Management|Datamation|2010-11-17|Google Says Internet Freedom Key to Global Commerce|Kenneth Corbin|James Maguire|News|InternetNews|0.0|308|0.782178|19|0.866667|33|0.92|360.0
49304|IT Management|Datamation|2010-11-16|Microsoft Stockholders Complain About Stock Price|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|543|0.857451|43|0.935484|20|1.0|606.0
49316|IT Management|Datamation|2010-11-16|Desktop Virtualization, Virtual PCs: Apps and Trends|Serdar Yegulalp|James Maguire|Trends|Freelance|250.0|733|0.629977|50|0.692308|82|0.666667|865.0
49324|IT Management|Datamation|2010-11-16|Cloud Computing or 'Cloud Washing'?|Jeffrey Kaplan|James Maguire|Trends|Contributed|0.0|821|0.861244|65|0.842105|54|0.848485|940.0
49327|IT Management|Datamation|2010-11-16|LibreOffice Rethinks the Office Suite|Bruce Byfield|James Maguire|Trends|Freelance|500.0|7259|0.511916|221|0.568965|439|0.554217|7919.0
49328|IT Management|Datamation|2010-11-16|35 Great Free Android Apps|Thor Olavsrud|James Maguire|Top 10|Freelance|300.0|33936|0.390937|4924|0.501391|5467|0.466327|44327.0
49330|IT Management|Datamation|2010-11-16|Microsoft Offers Certifications for N.C. Students|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|234|0.819767|21|0.928571|20|0.9|275.0
49351|IT Management|Datamation|2010-11-15|Facebook Messages:  Non-Email Email|David Needle|James Maguire|News|InternetNews|0.0|598|0.891519|38|0.848485|19|0.636364|655.0
49359|IT Management|Datamation|2010-11-15|Windows Legacy Apps vs. Linux Desktop Adopters?|Matt Hartley|James Maguire|Trends|Freelance|400.0|2023|0.489939|73|0.705882|44|0.4|2140.0
49363|IT Management|Datamation|2010-11-15|Virtualization Update: Virtual Desktops, New Software|David Strom|James Maguire|Trends|Freelance|500.0|311|0.569444|32|0.6|44|0.571429|387.0
49366|IT Management|Datamation|2010-11-15|55 Open Source Replacements for Popular Multimedia Software|Cynthia Harvey|James Maguire|Top 10|Freelance|500.0|11342|0.414986|458|0.590909|426|0.414894|12226.0
49368|IT Management|Datamation|2010-11-15|Microsoft Talks Desktop Virtualization Strategy|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|364|0.856089|23|0.75|22|0.666667|409.0
49390|IT Management|Datamation|2010-11-12|Facebook Readies Gmail Killer?|David Needle|James Maguire|News|InternetNews|0.0|921|0.890605|7|0.75|1|0.0|929.0
49402|IT Management|Datamation|2010-11-12|Facebook to Open Data Center in North Carolina|Kenneth Corbin|James Maguire|News|InternetNews|0.0|394|0.85|46|0.972973|45|0.848485|485.0
49405|IT Management|Datamation|2010-11-12|RIM in the Enterprise: Mobile Market Tightening|Larry Barrett|James Maguire|News|InternetNews|0.0|204|0.94012|8|1.0|3|1.0|215.0
49409|IT Management|Datamation|2010-11-12|Tech Comics: \"Save Money with Facebook\"|Oliver Widder|James Maguire|Trends|Contributed|0.0|2138|0.745937|436|0.35|483|0.5|3057.0
49410|IT Management|Datamation|2010-11-12|Gartner: Microsoft Should Help With IE6 Migration|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|209|0.9|20|0.857143|25|1.0|254.0
49440|IT Management|Datamation|2010-11-11|IBM Claims Big Customer Wins at Oracle, HP's Expense|David Needle|James Maguire|News|InternetNews|0.0|942|0.931288|39|0.814815|8|1.0|989.0
49444|IT Management|Datamation|2010-11-11|HP Settles E-Rate Fraud Case With Feds for $16M|Kenneth Corbin|James Maguire|News|InternetNews|0.0|114|0.765432|16|0.571429|22|0.727273|152.0
49450|IT Management|Datamation|2010-11-11|Android Smartphone Sales Soar|Kenneth Corbin|James Maguire|News|InternetNews|0.0|79|0.815789|10|1.0|9|0.8|98.0
49457|IT Management|Datamation|2010-11-11|Cisco Hits Air Pocket as Cable, Government Revenues Fall|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|194|0.892617|22|0.947368|31|0.894737|247.0
49458|IT Management|Datamation|2010-11-11|Red Hat Debuts RHEL 6, touts Virtualization|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|214|0.915584|32|1.0|21|0.9|267.0
49459|IT Management|Datamation|2010-11-11|IT System Patching: Don't Delay|Scott Alan Miller|James Maguire|Tutorial/Howto|Freelance|300.0|503|0.914365|17|0.8|22|0.875|542.0
49483|IT Management|Datamation|2010-11-10|Aerodynamic Elephants and Free Software Without Freedom|Bruce Byfield|James Maguire|Trends|Freelance|500.0|1426|0.542781|35|0.736842|14|1.0|1475.0
49491|IT Management|Datamation|2010-11-10|USB Devices Aiding Malware Attacks|Larry Barrett|James Maguire|News|InternetNews|0.0|155|0.7|13|0.571429|7|0.0|175.0
49500|IT Management|Datamation|2010-11-10|Will Apple Abandon the Traditional PC?|Paul Rubens|James Maguire|Trends|Repurp|0.0|120|0.866667|9|1.0|6|1.0|135.0
49503|IT Management|Datamation|2010-11-10|The New Black Friday: Get the Best Deals|Mike Elgan|James Maguire|Tutorial/Howto|Freelance|400.0|3824|0.520189|37|0.421053|34|0.466667|3895.0
49505|IT Management|Datamation|2010-11-10|Microsoft Sues Motorola Over Video Patents|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|167|0.811024|8|1.0|13|0.909091|188.0
49529|IT Management|Datamation|2010-11-09|Tableau Updated Business Intelligence Software|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|168|0.877049|8|0.8|10|1.0|186.0
49533|IT Management|Datamation|2010-11-09|Tips on Creating IT Policies|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|93|0.892857|15|0.75|6|0.75|114.0
49538|IT Management|Datamation|2010-11-09|Novell Gets the Social Cloud Vibe|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|445|0.90303|141|0.918699|33|0.875|619.0
49545|IT Management|Datamation|2010-11-09|Google Adds Images to Instant Search|Kenneth Corbin|James Maguire|News|InternetNews|0.0|296|0.913265|20|0.894737|11|0.777778|327.0
49551|IT Management|Datamation|2010-11-09|Microsoft Touts Hyper-V Cloud at TechEd||James Maguire|News|InternetNews|0.0|94|1.0|3|0.5|5|1.0|102.0
49554|IT Management|Datamation|2010-11-09|Oracle Expands Ops Center's Reach With Hardware Management|David Needle|James Maguire|News|InternetNews|0.0|165|0.814433|12|0.9|10|1.0|187.0
49579|IT Management|Datamation|2010-11-08|RockMelt Crashes Crowded Browser Market|David Needle|James Maguire|News|InternetNews|0.0|1124|0.906475|22|0.842105|23|1.0|1169.0
49595|IT Management|Datamation|2010-11-08|Selecting an IBM Power Systems Server|Drew Robb|James Maguire|Tutorial/Howto|Repurp|0.0|85|0.867925|8|0.8|4|1.0|97.0
49596|IT Management|Datamation|2010-11-08|iPhone, Android Get Google Instant|David Needle|James Maguire|News|InternetNews|0.0|103|0.906977|6|1.0|3|1.0|112.0
49600|IT Management|Datamation|2010-11-08|Linux: Does Being Competitive with Windows Matter?|Matt Hartley|James Maguire|Trends|Freelance|400.0|12415|0.632249|261|0.744681|217|0.664062|12893.0
49617|IT Management|Datamation|2010-11-05|Does Microsoft's Cloud Computing Help the Environment?|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|439|0.873846|42|0.837838|48|0.892857|529.0
49625|IT Management|Datamation|2010-11-05|VC Spending Slumps in 3Q But Software Still On Top|Larry Barrett|James Maguire|News|InternetNews|0.0|237|0.870786|13|1.0|4|1.0|254.0
49631|IT Management|Datamation|2010-11-05|Juniper Expands IPv6 Migration Options|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|469|0.925532|82|0.932432|138|0.948454|689.0
49633|IT Management|Datamation|2010-11-05|Leading Mobile Tools for Professional Users|Gerry Blackwell|James Maguire|Top 10|Repurp|0.0|46|0.888889|5|1.0|4|1.0|55.0
49638|IT Management|Datamation|2010-11-05|Microsoft Patch Tuesday: Light Release|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|54|0.8|8|0.75|2|1.0|64.0
49640|IT Management|Datamation|2010-11-05|Tech Comics: \"We Love Technology\"||James Maguire|Trends|Contributed|0.0|2382|0.641176|336|0.454545|601|0.715789|3319.0
49668|IT Management|Datamation|2010-11-04|Six Secrets of Open Source Community Building|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|2359|0.908774|247|0.902778|160|0.934307|2766.0
49674|IT Management|Datamation|2010-11-04|SAP Offers $120M to Oracle in TomorrowNow Case|David Needle|James Maguire|News|InternetNews|0.0|270|0.894737|24|0.833333|13|1.0|307.0
49677|IT Management|Datamation|2010-11-04|Cloud Computing and Privacy Concerns|Diana Kelley|James Maguire|Trends|Contributed|0.0|234|0.86087|62|0.844444|63|0.970588|359.0
49683|IT Management|Datamation|2010-11-04|Data Storage vs. the Laws of Physics|Henry Newman|James Maguire|Trends|Repurp|0.0|87|0.764706|6|0.5|3|1.0|96.0
49687|IT Management|Datamation|2010-11-04|Microsoft to Developers: Silverlight Remains 'Strategic'|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|52|1.0|2|0.0|7|1.0|61.0
49688|IT Management|Datamation|2010-11-04|Why 'Mobile' Is Dead|Mike Elgan|James Maguire|Trends|Freelance|400.0|1995|0.749795|69|0.575758|45|0.777778|2109.0
49710|IT Management|Datamation|2010-11-03|Windows 7 Business Upgrades Ready for Take Off|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|302|0.887097|16|0.923077|20|0.944444|338.0
49713|IT Management|Datamation|2010-11-03|How to Build an Agile Dev Team - The GE Way|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|2114|0.911765|269|0.821739|154|0.859504|2537.0
49721|IT Management|Datamation|2010-11-03|Toshiba Mini NB305 Netbook: More RAM, Please|Daniel Dern|James Maguire|Product Review|Repurp|0.0|217|0.956522|36|0.9|28|0.961538|281.0
49724|IT Management|Datamation|2010-11-03|Why Virtualize Your Data Center? 10 Reasons|Kenneth Hess|James Maguire|Trends|Repurp|0.0|79|0.825|16|0.923077|7|1.0|102.0
49725|IT Management|Datamation|2010-11-03|HP 'Instant-On' Bridges Cloud and Data Center|David Needle|James Maguire|News|InternetNews|0.0|105|0.702128|11|0.714286|13|0.857143|129.0
49726|IT Management|Datamation|2010-11-03|Email Scammers Aim at Military Families|Larry Barrett|James Maguire|News|InternetNews|0.0|118|0.935897|5|0.75|4|1.0|127.0
49729|IT Management|Datamation|2010-11-03|Fedora 14: Virtualization, Security, Cloud Computing|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|231|0.915152|106|0.959184|68|0.910714|405.0
49749|IT Management|Datamation|2010-11-02|Google Sues Interior Department Over Mail Contract|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|792|0.884615|39|0.777778|19|0.857143|850.0
49750|IT Management|Datamation|2010-11-02|HP Launches \"Instant-On Enterprise\": Devil's in the Details|Rob Enderle|James Maguire|Trends|Contributed|0.0|338|0.883249|15|0.636364|19|0.642857|372.0
49755|IT Management|Datamation|2010-11-02|Zend Updates PHP IDE, Framework for the Cloud|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|1073|0.917241|138|0.912698|110|0.896552|1321.0
49768|IT Management|Datamation|2010-11-02|How Risky is Android Mobile OS Code?|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|149|0.90625|32|0.857143|19|0.8|200.0
49770|IT Management|Datamation|2010-11-02|Fedora 14 vs. Ubuntu Maverick: Distinct Differences|Bruce Byfield|James Maguire|Trends|Freelance|500.0|18134|0.392857|2525|0.389094|2917|0.38355|23576.0
49773|IT Management|Datamation|2010-11-02|Most IE9 Testers Are Running the Beta on Windows 7|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|289|0.833333|26|0.7|16|0.928571|331.0
49783|IT Management|Datamation|2010-11-01|NightWatchman 6 Aims To Cut IT Power Bills|Stuart J. Johnston|James Maguire|News|InternetNews|0.0|172|0.791667|10|0.875|3|0.5|185.0
49789|IT Management|Datamation|2010-11-01|Adobe Makes Connect Web Conferencing Service More Flexible|David Needle|James Maguire|News|InternetNews|0.0|163|0.861111|28|0.826087|14|1.0|205.0
49791|IT Management|Datamation|2010-11-01|Are You in Compliance with Open Source?|Sean Michael Kerner|James Maguire|News|InternetNews|0.0|1019|0.866171|32|0.923077|38|0.928571|1089.0
49806|IT Management|Datamation|2010-11-01|Improving The Linux Desktop: 20 Needed Fixes|Matt Hartley|James Maguire|Trends|Freelance|400.0|13183|0.524255|328|0.725191|215|0.678571|13726.0
49811|IT Management|Datamation|2010-11-01|How to Improve Business Intelligence Software ROI|Jeff Vance|James Maguire|Trends|Freelance|500.0|267|0.813953|23|0.8125|23|0.666667|313.0
1126|IT Management|IT Channel Planet|2010-05-31|Motorola|No Author|Dan Muse|News|Freelance|100.0|1|0.0|0|0.0|0|0.0|3.0
1127|IT Management|IT Channel Planet|2010-05-31|Panasonic Computer Solutions Co.|No Author|Dan Muse|News|Freelance|100.0|3|0.0|0|0.0|0|0.0|7.0
1128|IT Management|IT Channel Planet|2010-05-31|Toshiba America Information Systems Inc.|No Author|Dan Muse|News|Freelance|100.0|1|0.0|4|1.0|1|0.0|7.0
1129|IT Management|IT Channel Planet|2010-05-31|N-able Technologies|No Author|Dan Muse|News|Freelance|100.0|5|0.0|0|0.0|1|1.0|7.0
1130|IT Management|IT Channel Planet|2010-05-31|Fujitsu America Inc.|No Author|Dan Muse|News|Freelance|100.0|2|0.0|0|0.0|3|0.0|9.0
1131|IT Management|IT Channel Planet|2010-05-31|EMC Corp.|No Author|Dan Muse|News|Freelance|100.0|5|0.0|1|0.0|0|0.0|8.0
1132|IT Management|IT Channel Planet|2010-05-31|CA Technologies|No Author|Dan Muse|News|Freelance|100.0|5|0.0|0|0.0|0|0.0|12.0
1133|IT Management|IT Channel Planet|2010-05-31|Brocade|No Author|Dan Muse|News|Freelance|100.0|4|0.0|1|0.0|1|0.0|10.0
1134|IT Management|IT Channel Planet|2010-05-31|AMD|No Author|Dan Muse|News|Freelance|100.0|1|0.0|0|0.0|0|0.0|15.0
1135|IT Management|IT Channel Planet|2010-05-31|Acer America|No Author|Dan Muse|News|Freelance|100.0|4|0.0|0|0.0|0|0.0|10.0
1136|IT Management|IT Channel Planet|2010-05-31|VMware Initiates New Certification Program|D.H. Kass|Dan Muse|News|Freelance|100.0|295|0.95|14|1.0|11|1.0|361.0
1140|IT Management|IT Channel Planet|2010-05-30|IBM Touts DB2 Client Migrations, Channel Adoptions|D.H. Kass|Dan Muse|News|Freelance|100.0|92|0.81|1|0.0|1|0.0|94.0
1153|IT Management|IT Channel Planet|2010-05-28|IT Sales Through Distribution Climb Above Pre-Recession Levels In U.S.|IT Channel Planet Staff|Dan Muse|News|Freelance|100.0|15|1.0|8|0.88|2|1.0|34.0
1230|IT Management|IT Channel Planet|2010-05-27|Global Server Shipments Q1 2010 Jump 23 Percent, Mobile PC Shipments Up 43 Percent, Researcher Says|D.H. Kass|Dan Muse|News|Freelance|100.0|201|0.85|93|0.98|62|0.93|614.0
1252|IT Management|IT Channel Planet|2010-05-27|FCC Gives Nod to Frontier&#146;s $8 Billion Verizon Deal For Rural Telephone Lines|D.H. Kass|Dan Muse|News|Freelance|100.0|172|0.94|70|0.99|17|0.93|280.0
1272|IT Management|IT Channel Planet|2010-05-26|Google Says It Generated $54B For U.S. Business In 2009|D.H. Kass|Dan Muse|News|Freelance|100.0|13|1.0|1|1.0|0|0.0|14.0
1359|IT Management|IT Channel Planet|2010-05-24|Technology Leaders Band Together For Unified Communications|IT Channel Planet Staff|Dan Muse|News|Freelance|100.0|226|0.86|6|0.67|0|0.0|237.0
1360|IT Management|IT Channel Planet|2010-05-24|HP Midmarket Initiative Points Channel Partners To Underserved $7.5 Billion Segment|D.H. Kass|Dan Muse|News|Freelance|100.0|119|0.93|13|1.0|11|0.89|197.0
1406|IT Management|IT Channel Planet|2010-05-21|IBM Tidies Up PartnerWorld Program Criteria, Emphasizes Midmarket, Skills Development|D.H. Kass|Dan Muse|News|Freelance|100.0|31|0.75|10|1.0|13|0.92|130.0
1521|IT Management|IT Channel Planet|2010-05-19|Researcher Forecasts 4 Percent Uptick in Worldwide Enterprise IT Spending|D.H. Kass|Dan Muse|News|Freelance|100.0|14|1.0|5|0.8|7|0.86|67.0
1539|IT Management|IT Channel Planet|2010-05-19|Microsoft $200 Million Settles VPN Patent Infringement Lawsuit|D.H. Kass|Dan Muse|News|Freelance|100.0|141|0.91|12|0.83|19|0.89|314.0
1568|IT Management|IT Channel Planet|2010-05-18|Google Bids $68 Million For VoIP Provider|D.H. Kass|Dan Muse|News|Freelance|100.0|65|0.93|0|0.0|4|0.0|70.0
1587|IT Management|IT Channel Planet|2010-05-18|CA Technologies Chief Says Cloud Computing, Virtualization Propel Business Transformation|D.H. Kass|Dan Muse|News|Freelance|100.0|167|0.89|32|0.92|16|0.83|271.0
1629|IT Management|IT Channel Planet|2010-05-17|IBM Predicts &#145;Smarter&#146; Channel Plays|Sandy Carter|Dan Muse|News|Contributed|0.0|183|0.86|33|0.93|31|0.44|270.0
1660|IT Management|IT Channel Planet|2010-05-17|Microsoft Office 2010 Offers Word, Excel, Powerpoint In The Cloud|D.H. Kass|Dan Muse|News|Freelance|100.0|415|0.94|38|0.97|45|0.95|767.0
1697|IT Management|IT Channel Planet|2010-05-14|SAP Says $5.8 Billion Sybase Acquisition Opens Enterprise Mobility Market|D.H. Kass|Dan Muse|News|Freelance|100.0|376|0.94|17|1.0|14|1.0|451.0
1878|IT Management|IT Channel Planet|2010-05-11|IBM Offers Channel Partners Access To Software Experts Under New Advocates Program|D.H. Kass|Dan Muse|News|Freelance|100.0|116|0.91|13|0.62|8|0.86|153.0
1947|IT Management|IT Channel Planet|2010-05-09|FCC Wants More Control Over Broadband Transmission|D.H. Kass|Dan Muse|News|Freelance|100.0|2093|0.9|11|0.9|3|1.0|2127.0
1951|IT Management|IT Channel Planet|2010-05-07|SMBs Want Immediate Payback From IT Solutions, Study Says|D.H. Kass|Dan Muse|News|Freelance|100.0|22|0.7|8|1.0|0|0.0|38.0
1961|IT Management|IT Channel Planet|2010-05-07|Global PC Processor Q1 2010 Shipments Jump 39 Percent|D.H. Kass|Dan Muse|News|Freelance|100.0|53|0.77|13|0.89|6|1.0|87.0
1976|IT Management|IT Channel Planet|2010-05-07|Kaspersky Adds Heft To Channel Partner Program|D.H. Kass|Dan Muse|News|Freelance|100.0|48|0.95|15|0.91|4|1.0|90.0
2005|IT Management|IT Channel Planet|2010-05-06|McAfee Makes New Channel Program Official|D.H. Kass|Dan Muse|News|Freelance|100.0|69|0.85|11|0.57|11|0.67|107.0
2060|IT Management|IT Channel Planet|2010-05-05|Oracle Adds Specializations, Training To PartnerNetwork|D.H. Kass|Dan Muse|News|Freelance|100.0|147|0.92|9|1.0|14|0.67|176.0
2102|IT Management|IT Channel Planet|2010-05-04|Cisco, VMware Add Rewards, Marketing For Channel Partners Pushing Virtualized Data Center|D.H. Kass|Dan Muse|News|Freelance|100.0|307|0.93|28|0.88|19|0.78|423.0
2179|IT Management|IT Channel Planet|2010-05-03|If Cash is King, Cash Flow is the Kingdom|Maryann von Seggern|Dan Muse|News|Contributed|0.0|70|0.89|18|0.93|13|0.9|165.0
